adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,genre_ids
False,/1Xdsq7U7bvJJd2X7Jg4qNaKVkYO.jpg,,,,,1426964,,,pt,Salve Geral: Irmandade,"As São Paulo erupts in an unprecedented wave of violence, a lawyer with underworld ties must strike a deal with the police to rescue her kidnapped niece.",53.6573,/3Eaqedg8MAlnP51GYY8MCSIdTnV.jpg,,,2026-02-10,,,,,,State of Fear,False,5.404,57,"[28, 53, 80, 18]"
False,/w3Bi0wygeFQctn6AqFTwhGNXRwL.jpg,,,,,803796,,,en,KPop Demon Hunters,"When K-pop superstars Rumi, Mira and Zoey aren't selling out stadiums, they're using their secret powers to protect their fans from supernatural threats.",59.1391,/zT7Lhw3BhJbMkRqm9Zlx2YGMsY0.jpg,,,2025-06-20,,,,,,KPop Demon Hunters,False,8.043,2535,"[14, 10402, 35, 16]"
False,/yHlVD4zBJ2MMevQo2uVb8m8LWOm.jpg,,,,,696393,,,en,Cold Storage,"When a mutating, highly contagious fungus escapes a sealed facility, two employees – joined by a grizzled bioterror operative – must survive the wildest night shift ever to save humanity from extinction.",57.1948,/pfqkETJ2A3zXZJuNcufZbAJNnKA.jpg,,,2026-01-22,,,,,,Cold Storage,False,6.725,204,"[27, 878, 35]"
False,/5rxEnsgriw8z065q51lrvPKYmCL.jpg,,,,,1367642,,,en,Reminders of Him,"When Diem's custodial grandparents adamantly refuse Kenna's attempts to see her daughter, Kenna discovers unexpected compassion, and then something truer and deeper, with former NFL player and local bar owner Ledger. As their secret romance develops, so do the dangers for both of them, leading Kenna toward heartbreak and, ultimately, the hope for a second chance.",53.4868,/7L6rceYgzQ0NeHD7PRDNrRoQ291.jpg,,,2026-03-11,,,,,,Reminders of Him,False,7.2,44,"[10749, 18]"
False,/hpXBJxLD2SEf8l2CspmSeiHrBKX.jpg,,,,,1062722,,,en,Frankenstein,"Dr. Victor Frankenstein, a brilliant but egotistical scientist, brings a creature to life in a monstrous experiment that ultimately leads to the undoing of both the creator and his tragic creation.",53.5001,/g4JtvGlQO7DByTI6frUobqvSL3R.jpg,,,2025-10-17,,,,,,Frankenstein,False,7.653,3144,"[18, 14, 27]"
False,/6D6M5z4reppUxo2cnBEKI02Csp1.jpg,,,,,1601243,,,en,Oscar Shaw,"After retiring from the police force, a relentless detective haunted by the tragic loss of his closest friend sets out on a perilous quest for vengeance, seeking redemption and fighting to restore justice to the streets he once swore to protect.",52.6326,/tsE3nySukwrfUjouz8vzvKTcXNC.jpg,,,2026-01-09,,,,,,Oscar Shaw,False,6.692,26,"[28, 80, 53, 37]"
False,/dHSz0tSFuO2CsXJ1CApSauP9Ncl.jpg,,,,,425274,,,en,Now You See Me: Now You Don't,"The original Four Horsemen reunite with a new generation of illusionists to take on powerful diamond heiress Veronika Vanderberg, who leads a criminal empire built on money laundering and trafficking. The new and old magicians must overcome their differences to work together on their most ambitious heist yet.",52.234,/oD3Eey4e4Z259XLm3eD3WGcoJAh.jpg,,,2025-11-12,,,,,,Now You See Me: Now You Don't,False,6.544,1240,"[53, 80]"
False,/pAyImoslSnpMgjRwhaS5ZEdl8UI.jpg,,,,,1448560,,,en,Wildcat,An ex-black ops team reunite to pull off a desperate heist in order to save the life of their leader’s eight-year-old daughter.,54.0024,/h893ImjM6Fsv5DFhKJdlZFZIJno.jpg,,,2025-11-19,,,,,,Wildcat,False,6.19,137,"[28, 53]"
False,/wCwZ4ljSsWyZyTiyk1tGQtBHTDx.jpg,,,,,1511417,,,te,Bāhubali: The Epic,"When a mysterious child is found by a tribal couple near a roaring waterfall, they raise him as their own. As he grows, Sivudu is drawn to the world beyond the cliffs, where he discovers the ancient kingdom of Mahishmati, ruled by a cruel tyrant, haunted by rebellion, and bound to his past. What begins as a quest for love soon unravels a legacy of betrayal, sacrifice, and a forgotten prince.",49.0157,/z9YIo2qscyaXYgRqIdRJtND3bw8.jpg,,,2025-10-29,,,,,,Bāhubali: The Epic,False,6.0,33,"[28, 18]"
False,/2ssWTSVklAEc98frZUQhgtGHx7s.jpg,,,,,157336,,,en,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,49.9435,/yQvGrMoipbRoddT0ZR8tPoR7NfX.jpg,,,2014-11-05,,,,,,Interstellar,False,8.468,39145,"[12, 18, 878]"
False,/ksSpcJxiYaqDlgAgEFtbGieXQMM.jpg,,,,,15598,,,en,Alfie,A young man leads a promiscuous lifestyle until several life reversals make him rethink his purposes and goals in life.,54.8155,/tPUqgfGMkZazRZ1UO41j2Fiib5C.jpg,,,1966-03-29,,,,,,Alfie,False,6.5,225,"[35, 18, 10749]"
False,/hHDNOlATHhre4eZ7aYz5cdyJLik.jpg,,,,,1272837,,,en,28 Years Later: The Bone Temple,Dr. Kelson finds himself in a shocking new relationship - with consequences that could change the world as they know it - and Spike's encounter with Jimmy Crystal becomes a nightmare he can't escape.,55.0466,/kK1BGkG3KAvWB0WMV1DfOx9yTMZ.jpg,,,2026-01-14,,,,,,28 Years Later: The Bone Temple,False,7.204,837,"[27, 53, 878]"
False,/gtKglOSEq3d4MgQE4VsrT1sRkd0.jpg,,,,,1539104,,,ja,劇場版 呪術廻戦「渋谷事変 特別編集版」×「死滅回游 先行上映」,"A veil abruptly descends over the busy Shibuya area amid the bustling Halloween crowds, trapping countless civilians inside. Satoru Gojo, the strongest jujutsu sorcerer, steps into the chaos. But lying in wait are curse users and spirits scheming to seal him away. Yuji Itadori, accompanied by his classmates and other top-tier jujutsu sorcerers, enters the fray in an unprecedented clash of curses — the Shibuya Incident. In the aftermath, ten colonies across Japan are transformed into dens of curses in a plan orchestrated by Noritoshi Kamo. As the deadly Culling Game starts, Special Grade sorcerer Yuta Okkotsu is assigned to carry out Yuji's execution for his perceived crimes. A compilation movie of Shibuya Incident including the first two episodes of the Culling Games arc.",51.0999,/v0s3dx6am0RzfsuK3KdEy8ZoCDs.jpg,,,2025-11-07,,,,,,JUJUTSU KAISEN: Execution,False,5.8,86,"[16, 28, 14]"
False,/27NS2ZLNlu5WuN7vVeekLEYAYjX.jpg,,,,,668333,,,ja,ワイセツな女　黒い肌に泣く,"A married couple, Fumio Asakura and Kumiko, enjoyed having pleasure in each other by taking pictures during sex. Kumiko met her old friend from school, Fuko because her husband went on a business trip for three days. They go to a disco in Tachikawa and are almost attacked by three young Japanese. Fuko calls on a black man named Bill, who lives close to Kumiko...",42.3056,/sUGsjv6hvIA1OEQmJRveWtG41Tq.jpg,,,1985-03-23,,,,,,Waisetsuna onna: kuroi hada ni naku,False,9.0,3,[18]
False,/9BBTo63ANSmhC4e6r62OJFuK2GL.jpg,,,,,24428,,,en,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",47.2611,/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,,,2012-04-25,,,,,,The Avengers,False,7.969,36519,"[878, 28, 12]"
False,/vOV4Qy3g791OTzEndiSGoJwuI2M.jpg,,,,,1401778,,,en,Turbulence,"Young married couple Zach and Emmy decide to take a hot air balloon trip across the Italian Dolomites to rekindle their relationship. When they and pilot Harry are joined by a third passenger, Julia, events unfold in ways they could never imagine five thousand meters in the air.",46.3977,/jRuiKL4S9UpLma2ZlM47xIu2gbe.jpg,,,2025-11-26,,,,,,Turbulence,False,5.9,69,"[53, 28, 12, 18, 14]"
False,/iXXPaQPfQowpQ5UvhsHLj9BgFhe.jpg,,,,,126889,,,en,Alien: Covenant,"The crew of the colony ship Covenant, bound for a remote planet on the far side of the galaxy, discovers what they think is an uncharted paradise but is actually a dark, dangerous world.",35.1655,/zecMELPbU5YMQpC81Z8ImaaXuf9.jpg,,,2017-05-09,,,,,,Alien: Covenant,False,6.171,9292,"[27, 878]"
False,/kIeCOKNyXguvn8pOwYrFyulzyAV.jpg,,,,,1450966,,,cs,Racek,,49.682,/ly9wpsJsOirJ3QMX16YMed4A8b3.jpg,,,2025-04-10,,,,,,Racek,False,0.0,0,"[35, 18]"
False,/oatYEv79pKVfzNxlic7Zikz3J2D.jpg,,,,,276746,,,en,The Enchanted,"Royce Hagan returns from the sea to claim and inhabit a 2000 acre ranch in one of the last wild places left in central Florida. Old family friend Booker T Robertson is welcoming but warns him not to get ""too close"" to a strange family living in the woods nearby. Royce falls in love with Twyla, the oldest daughter, and discovers the bizarre secret of the Hole in the Wall and the enchanted people who live there.",51.9099,/iz8vEaLO0GnxJOIE1VHShuuOYdS.jpg,,,1984-02-03,,,,,,The Enchanted,False,5.429,8,"[9648, 14, 27]"
False,/eFsF9Z4rI44ibX0Bbb0inADhTif.jpg,,,,,52702,,,en,Superstition,A witch put to death in 1692 swears vengeance on her persecutors and returns to the present day to punish their descendants.,47.9156,/a6X3AVdhVXIPEp4A3bg2tKCV0sp.jpg,,,1982-08-26,,,,,,Superstition,False,6.074,129,[27]
False,/4BC3dC3Bz8241rSuYHoccEsoM0h.jpg,,,,,929831,,,fr,L'Empire,"In a quiet fishing village on northern France's Opal Coast, the birth of a peculiar child sparks a hidden war between extraterrestrial forces of good and evil.",40.5023,/2GQ5GMsx7Ri4gJsMDU2aDLbMg1S.jpg,,,2024-02-21,,,,,,The Empire,False,4.842,98,"[878, 35, 18]"
False,/xVr2AyekvqO0DwJg8VwZNaQi5Ji.jpg,,,,,588787,,,en,Ordinary Love,An extraordinary look at the lives of a middle-aged couple in the midst of the wife's breast cancer diagnosis.,47.9608,/aZcZKvqZFRxu3TgCiJzFu5Vb1GP.jpg,,,2019-12-06,,,,,,Ordinary Love,False,6.8,156,"[18, 10749]"
False,/1qwhYqg7YEZajh3Q4biqbuQoDq8.jpg,,,,,1297842,,,en,GOAT,"A small goat with big dreams gets a once-in-a-lifetime shot to join the pros and play roarball, a high-intensity, co-ed, full-contact sport dominated by the fastest, fiercest animals in the world.",45.0574,/wfuqMlaExcoYiUEvKfVpUTt1v4u.jpg,,,2026-02-11,,,,,,GOAT,False,7.6,112,"[16, 35, 10751]"
False,/csGq32FHYS5cO1EszU8jnbebekP.jpg,,,,,1396888,,,tl,Celestina: Burlesk Dancer,"Set in the Philippines during the 1940's, Celestina is a story about a woman, a burlesk dancer, who struggles to provide for her family while her husband is a gambling and womanizing drunkard. Despite the hardships, Celestina perseveres and finds strength in her love for her son.",24.653,/yxhDZP6ddPNHcenrhz6CDxjxQg1.jpg,,,2024-12-04,,,,,,Celestina: Burlesk Dancer,False,3.0,4,"[18, 10749]"
False,/c53IsqiV0cFPSvnDWjrTPqBA2Nj.jpg,,,,,121872,,,en,Ginger & Rosa,"A look at the lives of two teenage girls - inseparable friends Ginger and Rosa -- growing up in 1960s London as the Cuban Missile Crisis looms, and the pivotal event the comes to redefine their relationship.",39.9315,/5EmQri2RwjN5zELdAtUY52k71pN.jpg,,,2012-10-18,,,,,,Ginger & Rosa,False,6.0,239,[18]
False,/rZWkXnIyTLzUJpHSUpOb7vgB0BL.jpg,,,,,911430,,,en,F1,Racing legend Sonny Hayes is coaxed out of retirement to lead a struggling Formula 1 team—and mentor a young hotshot driver—while chasing one more chance at glory.,43.0951,/tLMG65ZpCbC64aPaXGoCgPPLwb4.jpg,,,2025-06-25,,,,,,F1,False,7.751,3576,"[28, 18]"
False,/85IvBjRypL3v606cVZovsguYDaU.jpg,,,,,1241748,,,tl,Kalikot,"Sal, a hot single professor, moves across an auto service shop and rocks the world of young repairman Arnel. Ever since Sal came over to get her car fixed, Arnel's skilled hands have always been busy. But can he still fix the problems that come with it?",49.6384,/bnOz6hfBTOIDYyrj8P3Pcj4uVzE.jpg,,,2024-03-12,,,,,,Kalikot,False,6.3,13,[18]
False,/fTG8itSb1a4O2BgUMjXdwO64qTz.jpg,,,,,1291335,,,en,Solo Mio,"After Matt's dreams of a picturesque Italian wedding are shattered when his fiancée leaves him at the altar, he embarks on his planned honeymoon across Italy alone, immersing himself in the country's vibrant culture, food, and beauty, meeting Gia along the way.",36.1802,/efSsZJaddeq0LOABZqpCXdMxv9P.jpg,,,2026-02-05,,,,,,Solo Mio,False,7.007,69,"[10749, 35]"
False,/owQeDouUZ6wI6f1aTOYEFd511zn.jpg,,,,,1582770,,,hi,धुरंधर: द रिवेंज,"As rival gangs, corrupt officials and a ruthless Major Iqbal close in, Hamza's mission for his country spirals into a bloody personal war where the line between patriot and monster disappears in the streets of Lyari.",43.144,/ov8vrRLZGoXHpYjSY9Vpv1tHJX7.jpg,,,2026-03-18,,,,,,Dhurandhar: The Revenge,False,9.0,1,"[28, 80, 53]"
False,,,,,,179514,,,de,Schüleraustausch,"Florian, Matthias and Enrique drive to school full of anticipation: the exchange students are coming today! A bus full of attractive French girls! That means three weeks of partying, fun and coitus! Unfortunately, their rival Henk crosses their path and runs Florian's VW bus off the road with his jeep. Furious, Florian agrees to a bet with Henk: Whoever bangs more French girls gets the car of the losing team - but the girls Sophie and Caro have other ideas...",31.0349,/eCXu4YFVrmYDPX880mJZjhgUQfk.jpg,,,2006-02-22,,,,,,Schüleraustausch,False,5.944,9,"[35, 10770]"
False,/ymaKftzEXenFKlSDAeqf7PBtiQZ.jpg,,,,,546766,,,tl,Petmalu,Seven friends with different backgrounds face their respective problems to join a talent competition.,34.7348,/bgaEjqLHzrHFLtXxf0iKtcdF4rP.jpg,,,2018-09-05,,,,,,Petmalu,False,0.0,0,[35]
False,/tSPT36ZKlP2WVHJLM4cQPLSzv3b.jpg,,,,,238,,,en,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",39.5995,/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,,,1972-03-14,,,,,,The Godfather,False,8.687,22615,"[18, 80]"
False,/lZYMXx74pWmbj5Q5jp1QaMvmuuR.jpg,,,,,1180831,,,no,Troll 2,"When a dangerous new troll unleashes devastation across their homeland, Nora, Andreas and Major Kris embark on their most perilous mission yet.",39.2683,/p6xAExLNFbHcLfvSuvLPoM8aqZU.jpg,,,2025-11-30,,,,,,Troll 2,False,6.5,438,"[28, 14, 53]"
False,/eLqQ6RleEKUBbqsxQvfJK2iOuVy.jpg,,,,,457332,,,en,Hidden Strike,Two elite soldiers must escort civilians through a gauntlet of gunfire and explosions.,35.0776,/zsbolOkw8RhTU4DKOrpf4M7KCmi.jpg,,,2023-07-06,,,,,,Hidden Strike,False,6.891,1053,"[28, 35, 53]"
False,/nuDMG0uTaiWFVD6XfHPruum5JOL.jpg,,,,,1624,,,en,Liar Liar,"Forced by his son's birthday wish, fast-talking attorney and habitual liar Fletcher Reede must tell the truth for the next 24 hours.",28.4676,/p1habYSdC7oD3WygQ5lynU5G5rV.jpg,,,1997-03-21,,,,,,Liar Liar,False,6.705,6140,[35]
False,/aHj7d7wSLqrg5cjAcgHhiGr97Ih.jpg,,,,,798645,,,en,The Running Man,"Desperate to save his sick daughter, working-class Ben Richards is convinced by The Running Man's charming but ruthless producer to enter the deadly competition game as a last resort. But Ben's defiance, instincts, and grit turn him into an unexpected fan favorite — and a threat to the entire system. As ratings skyrocket, so does the danger, and Ben must outwit not just the Hunters, but a nation addicted to watching him fall.",38.4475,/dKL78O9zxczVgjtNcQ9UkbYLzqX.jpg,,,2025-11-11,,,,,,The Running Man,False,6.766,1280,"[28, 53, 878]"
False,/d3hiSKKyIjvB3Lv577vHh0TxbFM.jpg,,,,,1650558,,,tl,Abot Langit,"The relationship of a couple is tested when the girl’s first official flight pairs her with a confident senior pilot, jealousy and power dynamics surface in the training ground. The girl is now torn between her present relationship and new temptation she can’t resist.",47.4568,/5lVYe4aSimWdxJINKwq9s68TZ2G.jpg,,,2026-03-13,,,,,,Abot Langit,False,5.0,1,[10749]
False,,,,,,201760,,,es,Panorama,"In recent years it has become the handiest character of Mexican cinema: the Chilango fleeing the capital to the province in search of something. But this case is different because the trip is used as an excuse to illustrate, through documentary techniques, the deep contrasts of Mexican society. Tired of the city, Javier goes to visit his aunt, an eccentric woman with quite radical ideas, who lives isolated from the world in a ranch in Querétaro. Javier works as a laborer for an Argentinean foreman, with whom he shares a few passions. His life begins to change.",41.2278,/aR2pHqVzr1iWxs4mBPMGFQ9Q5m4.jpg,,,2013-02-23,,,,,,Panorama,False,6.0,3,[18]
False,/7nAVXGHHtaNcdsqvDXmY6R9N0fG.jpg,,,,,1363123,,,en,The Family Plan 2,"Now that Dan's assassin days are behind him, all he wants for Christmas is quality time with his kids. But when he learns his daughter has her own plans, he books a family trip to London—putting them all in the crosshairs of an unexpected enemy.",37.4163,/semFxuYx6HcrkZzslgAkBqfJvZk.jpg,,,2025-11-11,,,,,,The Family Plan 2,False,6.538,520,"[28, 35]"
False,/9Z2uDYXqJrlmePznQQJhL6d92Rq.jpg,,,,,1226863,,,en,The Super Mario Galaxy Movie,"Having thwarted Bowser's previous plot to marry Princess Peach, Mario and Luigi now face a fresh threat in Bowser Jr., who is determined to liberate his father from captivity and restore the family legacy. Alongside companions new and old, the brothers travel across the stars to stop the young heir's crusade.",38.2212,/eJGWx219ZcEMVQJhAgMiqo8tYY.jpg,,,2026-04-01,,,,,,The Super Mario Galaxy Movie,False,0.0,0,"[10751, 14, 35, 12, 16]"
False,/b4uXVgLCOxx2c9VbyppdSD9G3Xq.jpg,,,,,1220564,,,pt,O Agente Secreto,"Brazil, 1977. Marcelo, a technology expert in his early 40s, is on the run. Hoping to reunite with his son, he travels to Recife during Carnival but soon realizes that the city is not the safe haven he was expecting.",33.7836,/rZqolYhxMEe6TZZTjSmFw9crDTD.jpg,,,2025-07-23,,,,,,The Secret Agent,False,7.3,535,"[80, 18, 53]"
False,/wR9D9hQvCVBux16NauY4b7letdU.jpg,,,,,1069905,,,en,Jay Kelly,"Famous movie actor Jay Kelly embarks on a journey of self-discovery, confronting both his past and present, accompanied by his devoted manager, Ron.",33.7104,/lEXYpY9X17pGC7xYYy17Guv0L3J.jpg,,,2025-11-14,,,,,,Jay Kelly,False,6.143,384,"[18, 35]"
False,/5hH7QiEPOiz7aGa4eJce74kZkO1.jpg,,,,,1159831,,,en,The Bride!,A lonely Frankenstein travels to 1930s Chicago to ask groundbreaking scientist Dr. Euphronious to create a companion for him. The two revive a murdered young woman and The Bride is born. But what ensues is beyond what either of them imagined.,36.0001,/lV8YHwGkYZsm6EfIqnhaSz2avKt.jpg,,,2026-03-04,,,,,,The Bride!,False,6.282,172,"[878, 27, 14]"
